<<<<<<< HEAD
,CustomerID,Tenure Months,Churn Value,CLTV,Average Monthly Charges,City_churn_rate,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_Yes,Internet Service_DSL,Internet Service_Fiber optic,Online Security_Yes,Online Backup_Yes,Device Protection_Yes,Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Contract_Month-to-month,Contract_One year,Paperless Billing_Yes,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,#ofServices
24,3192-NQECA,68,1,5034,111.93897058823528,20.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,5
25,0486-HECZI,55,1,5154,95.25272727272728,32.0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,4
26,4846-WHAFZ,37,1,2793,77.51756756756755,16.666666666666664,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3
27,5299-RULOA,10,1,5998,106.465,16.666666666666664,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,5
28,0404-SWRVG,3,1,4415,76.51666666666667,40.0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3
29,4412-YLTKF,27,1,4638,79.0925925925926,40.0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3
30,6207-WIOLX,25,1,4190,60.106,40.0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,3
31,3091-FYHKI,1,1,2301,35.45,40.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2
32,2372-HWUHI,2,1,2570,40.625,40.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2
33,0390-DCFDQ,1,1,3964,70.45,20.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2
34,4080-OGPJL,8,1,2662,70.45625,20.0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,4
35,2135-RXIHG,1,1,2600,45.65,20.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2
36,3874-EQOEP,7,1,2786,93.64285714285714,25.0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,5
37,0867-MKZVY,20,1,5719,79.61749999999998,20.0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,3
38,3376-BMGFE,4,1,4287,68.25,20.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2
39,3445-HXXGF,58,1,5444,45.71034482758621,20.0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,2
40,1875-QIVME,2,1,4690,121.4,60.0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,5
41,0691-JVSYA,53,1,4328,94.3433962264151,30.0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,4
42,2656-FMOKZ,15,1,5717,76.38000000000002,30.0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3
43,2070-FNEXE,7,1,4419,71.94285714285716,30.0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2
44,6317-YPKDH,1,1,4534,29.95,32.5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
45,9367-WXLCH,8,1,2152,82.83125,32.5,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,4
46,1918-ZBFQJ,13,1,5142,85.51153846153846,32.5,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,2
47,1024-GUALD,1,1,4851,24.8,32.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
48,2472-OVKUP,6,1,2283,88.5,30.0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,3
49,1285-OKIPP,1,1,3394,79.9,40.0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,3
50,7825-ECJRF,19,1,3764,101.81315789473685,40.0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,4
51,7841-TZDMQ,2,1,2667,42.25,20.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2
52,9408-SSNVZ,4,1,2227,67.0875,40.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2
53,0742-MOABM,4,1,3394,44.8375,80.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2
54,2232-DMLXU,1,1,3638,55.2,20.0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3
55,8937-RDTHP,1,1,2484,84.6,24.0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,3
56,1251-KRREG,2,1,2556,57.05,45.0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,3
57,0094-OIFMO,11,1,5980,101.84545454545454,45.0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,4
58,9947-OTFQU,15,1,4616,71.61999999999998,20.0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,2
59,0322-YINQP,1,1,5687,48.55,20.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2
60,4629-NRXKX,2,1,5687,73.575,60.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2
61,9514-JDSKI,1,1,5828,40.2,60.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2
62,4959-JOSRX,2,1,4884,40.275,70.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2
63,7273-TEFQD,3,1,2314,44.06666666666666,70.0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,2
64,3606-TWKGI,13,1,2494,104.94615384615385,60.0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,5
65,6323-AYBRX,59,1,5084,18.63728813559322,26.666666666666668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,4385-GZQXV,16,1,3810,94.45,26.666666666666668,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,4
67,6366-ZGQGL,1,1,5087,24.8,33.33333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
68,5940-AHUHD,1,1,3338,70.6,33.33333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
69,6432-TWQLB,5,1,3676,80.22,60.0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,3
70,4484-GLZOU,52,1,4839,108.17019230769232,80.0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,5
71,9512-UIBFX,18,1,4643,98.88611111111112,20.0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,4
72,5583-SXDAG,1,1,4094,70.0,40.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2
73,3488-PGMQJ,8,1,4345,75.81875,60.0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,2
74,3580-REOAC,10,1,4061,43.54,40.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2
75,7534-BFESC,24,1,2018,71.3625,40.0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3
76,6390-DSAZX,1,1,2565,73.6,60.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2
77,8098-LLAZX,4,1,3677,99.025,60.0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,5
78,0265-EDXBD,32,1,4105,71.9796875,60.0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3
79,7563-BIUPC,5,1,5715,83.11,40.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,3
80,2321-OMBXY,38,1,2071,80.49078947368422,40.0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,4
81,2840-XANRC,24,1,2212,92.96041666666667,60.0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,4
82,5020-ZSTTY,54,1,4149,80.55740740740741,20.0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,5
83,5804-LEPIM,2,1,2671,69.525,20.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2
84,0122-OAHPZ,7,1,2473,73.03571428571429,33.33333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3
85,2868-SNELZ,2,1,2683,77.9,40.0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3
86,4322-RCYMT,68,1,4903,77.85220588235293,60.0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,4
87,6680-NENYN,43,1,5250,110.69418604651165,60.0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,5
88,1343-EHPYB,63,1,4352,104.8095238095238,20.0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,5
89,2034-GDRCN,2,1,4157,84.1,40.0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,4
90,0219-YTZUE,4,1,4939,92.975,33.33333333333333,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,3
91,0623-IIHUG,21,1,4778,40.00476190476191,33.33333333333333,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,2
92,4572-DVCGN,10,1,3598,84.6,33.33333333333333,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,3
93,9057-MSWCO,27,1,2927,29.81851851851852,33.33333333333333,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
94,1010-DIAUQ,5,1,5383,98.51,33.33333333333333,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,4
95,0259-GBZSH,2,1,3878,90.75,33.33333333333333,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,4
96,9601-BRXPO,25,1,3642,102.66,33.33333333333333,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,5
97,6905-NIQIN,1,1,2431,50.65,33.33333333333333,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2
98,5167-ZFFMM,1,1,3424,90.85,30.0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,4
99,4895-TMWIR,11,1,5888,19.522727272727273,80.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
100,0533-BNWKF,55,1,5502,88.6309090909091,40.0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,3
101,6599-CEBNN,34,1,5795,74.24852941176471,30.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,2
102,0979-PHULV,69,1,4020,101.55942028985508,60.0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,5
103,4800-VHZKI,1,1,3351,19.9,40.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
104,7989-CHGTL,1,1,3448,19.6,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
105,0334-GDDSO,3,1,2818,77.89999999999998,40.0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,3
106,0578-SKVMF,22,1,3804,83.90454545454546,80.0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,3
107,5564-NEMQO,1,1,4902,75.3,40.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2
108,9063-ZGTUY,61,1,4221,19.386065573770487,20.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
109,2957-LOLHO,12,1,2887,43.24166666666667,60.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2
110,7752-XUSCI,60,1,4105,106.6075,50.0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,5
111,4110-PFEUZ,1,1,2792,69.55,25.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
112,0256-LTHVJ,28,1,5201,79.53928571428571,75.0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,3
113,0880-TKATG,4,1,4417,96.475,50.0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,5
114,3811-VBYBZ,7,1,2031,96.17857142857143,25.0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,5
115,4640-UHDOS,13,1,4498,56.48846153846154,50.0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3
116,3583-EKAPL,1,1,4877,55.0,50.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,3
117,9399-APLBT,1,1,5980,74.7,25.0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,2
118,2359-KMGLI,24,1,4418,77.5625,75.0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,3
119,0306-JAELE,5,1,4192,90.68,50.0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,4
120,6227-HWPWX,15,1,5671,66.32,25.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
121,0447-BEMNG,48,1,4926,44.6875,100.0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,2
122,5949-XIKAE,8,1,2879,85.00625,28.57142857142857,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,3
123,8372-JUXUI,1,1,2814,74.35,28.57142857142857,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3
124,0388-EOPEX,2,1,4263,69.7,25.0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,2
125,8205-OTCHB,22,1,3099,41.07272727272728,25.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,2
126,6235-VDHOM,5,1,4099,26.21,25.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
127,7783-YKGDV,12,1,2538,103.20416666666668,50.0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,4
128,5609-CEBID,20,1,2666,89.12,16.666666666666664,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,4
129,7218-HKQFK,2,1,3715,83.75,50.0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,4
130,4636-QRJKY,6,1,5032,83.80833333333334,25.0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,3
131,5956-VKDTT,5,1,5273,66.96000000000001,31.25,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3
132,9412-GHEEC,40,1,3492,103.29875,25.0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,5
133,0257-ZESQC,27,1,4517,71.4574074074074,25.0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,2
134,6825-UYPFK,23,1,2115,76.46086956521741,25.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3
135,8397-MVTAZ,34,1,2568,102.35294117647058,25.0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,5
136,9282-IZGQK,1,1,5679,85.0,17.857142857142858,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,4
137,1342-JPNKI,10,1,2966,83.41,50.0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,4
138,2817-NTQDO,13,1,4856,45.92307692307693,25.0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,2
139,6986-IJDHX,39,1,3364,83.74358974358974,25.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,3
140,5301-GAUUY,32,1,5974,81.1296875,31.25,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,3
141,0939-YAPAF,35,1,2744,100.78857142857143,25.0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,5
142,4710-FDUIZ,56,1,5170,100.25803571428571,25.0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,5
143,1218-VKFPE,12,1,3535,19.4625,25.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
144,3627-FHKBK,1,1,3244,75.3,25.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2
145,2865-TCHJW,4,1,5808,86.55,25.0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,4
146,5192-EBGOV,1,1,4880,85.7,50.0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,4
147,0719-SYFRB,12,1,5670,59.47916666666666,25.0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,3
148,3419-SNJJD,65,1,4196,104.40615384615386,37.5,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,5
149,6543-CPZMK,9,1,2573,27.66111111111111,33.33333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1
150,4765-OXPPD,9,1,3983,73.67222222222222,33.33333333333333,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,2
151,1009-IRMNA,7,1,4479,19.65714285714285,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
152,4554-YGZIH,49,1,5059,92.80102040816328,75.0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,4
153,5099-BAILX,43,1,2728,109.02093023255811,35.714285714285715,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,5
154,7207-RMRDB,65,1,5720,107.47153846153844,35.714285714285715,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,5
155,4913-EHYUI,56,1,6268,103.47589285714285,75.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,5
156,0195-IESCP,10,1,3573,85.53,50.0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,4
157,4580-TMHJU,43,1,2152,58.12325581395349,75.0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3
158,0970-ETWGE,1,1,4996,89.55,75.0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,4
159,1626-ERCMM,20,1,5604,94.9825,50.0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,5
160,0887-HJGAR,1,1,2295,45.7,50.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2
161,5644-PDMZC,2,1,2065,80.75,50.0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,4
162,9576-ANLXO,3,1,2876,74.10000000000002,25.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2
163,2024-BASKD,1,1,3860,74.6,75.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2
164,4160-AMJTL,8,1,5432,20.5375,75.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
165,4464-JCOLN,2,1,2362,17.95,50.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
166,5650-VDUDS,4,1,2038,24.0125,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
167,7538-GWHML,2,1,2323,72.575,50.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2
168,3859-CVCET,4,1,2864,47.7625,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
169,3276-HDUEG,1,1,4838,75.05,100.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3
170,0823-HSCDJ,52,1,5597,49.05576923076922,50.0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,3
171,0822-GAVAP,2,1,3146,31.125,25.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2
172,1448-PWKYE,1,1,2046,80.0,50.0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,3
173,0067-DKWBL,2,1,3475,45.55,100.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,2
174,2276-YDAVZ,3,1,4965,90.23333333333332,25.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3
175,5896-NPFWW,3,1,3273,56.05,33.33333333333333,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,2
176,7133-VBDCG,25,1,4535,80.61399999999998,7.5,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,2
177,1029-QFBEN,1,1,3556,19.55,37.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
178,4952-YSOGZ,4,1,5640,95.325,62.5,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,4
179,1589-AGTLK,3,1,2450,47.16666666666666,62.5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2
180,5244-IRFIH,33,1,4333,94.10757575757576,50.0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,5
181,2684-EIWEO,30,1,2482,91.93833333333332,50.0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,3
182,6439-GTPCA,45,1,5269,87.59333333333332,50.0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,3
183,5138-WVKYJ,10,1,3658,100.855,50.0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,5
184,6683-VLCTZ,20,1,5444,92.14,100.0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,5
185,2189-WWOEW,15,1,3579,84.63666666666667,75.0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,3
186,1894-IGFSG,22,1,3161,86.72045454545454,41.66666666666667,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,4
187,7379-POKDZ,3,1,3038,69.61666666666666,41.66666666666667,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2
188,0236-HFWSV,15,1,5264,96.31,37.5,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,5
189,3900-AQPHZ,1,1,4248,19.9,75.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
190,5842-POCOP,5,1,4356,90.83,25.0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,3
191,2037-XJFUP,33,1,4161,92.02272727272728,50.0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,4
192,7314-OXENN,2,1,3051,92.325,50.0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,3
193,0322-CHQRU,2,1,3478,44.75,37.5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2
194,4678-DVQEO,1,1,4138,52.2,25.0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,2
